product_id,brand,category,sub_category,price_bucket,price,intrinsic_quality,brand_strength,review_count,rating,num_purchases,color,size,delivery_days
2474,Zara,Clothing,Kurtis,price_low,560,0.5060014051638928,0.9390800942734482,83,3.0059744051157806,4318,Yellow,L,3
2475,MAC,Cosmetics,Lipstick,price_high,5460,0.5642144756821126,0.7244109666825981,8,3.2591835128101003,222,Black,Medium,2
2476,Maybelline,Cosmetics,Foundation,price_low,340,0.062075277813774886,0.4764109404575477,3,,457,Blue,Medium,7
2477,Levis,Accessories,Bags,price_low,700,0.483351776815548,0.37807306281659014,24,2.9578526672582632,1762,Black,Small,3
2478,H&M,Clothing,Shirts,price_mid,1970,0.8223748070015282,0.0034303886325257604,21,4.329489903840594,1761,Black,XL,5
2479,Adidas,Footwear,Boots,price_mid,2740,0.11114948942170408,0.13557560396416957,4,,168,White,UK10,2
2480,H&M,Clothing,Tshirts,price_high,5440,0.40770126878652496,0.14000699094957458,31,2.6080856281113043,1338,Green,M,2
2481,Puma,Footwear,Sports Shoes,price_mid,4500,0.15955285125677696,0.5260088383600471,31,1.6134861477950688,1286,Pink,UK4,1
2482,Nike,Clothing,Kurtis,price_low,640,0.28790763353572757,0.11582202634344263,40,2.127008761728177,1279,Blue,S,2
2483,Nike,Clothing,Dresses,price_mid,1600,0.28682796352725703,0.9671820907277515,57,2.1382919525908233,3600,Green,M,7
2484,Adidas,Footwear,Boots,price_low,1500,0.06215394625009635,0.2892683008138849,34,1.2204389425093207,1751,Purple,UK10,5
2485,Zara,Accessories,Watches,price_low,330,0.524614812170182,0.540449403354478,0,,97,Red,Medium,1
2486,Zara,Footwear,Sandals,price_low,1020,0.4687831200065976,0.6132644290694321,64,2.8527735521706132,4795,Green,UK12,7
2487,Levis,Accessories,Bags,price_mid,1920,0.5840911738463205,0.4541322535860317,0,,31,Green,Large,1
2488,Levis,Clothing,Kurtis,price_high,4770,0.8638353030336419,0.38552588389823594,51,4.4541550379297234,3814,White,XXL,6
2489,MAC,Cosmetics,Sunscreen,price_mid,1650,0.5436316431559515,0.11540869375790941,24,3.1699555496389364,1726,Yellow,Large,5
2490,SwissBeauty,Cosmetics,Lipstick,price_high,2800,0.6736020052085027,0.7204965904541124,74,3.691572412289678,4310,Red,Medium,7
2491,Adidas,Clothing,Shirts,price_mid,1840,0.43831838387912814,0.5721650667940158,70,2.775810717770708,2719,Red,XXL,7
2492,Levis,Clothing,Kurtis,price_mid,1920,0.6411184812025454,0.4299254236104989,8,3.609069993540935,734,Pink,L,2
2493,H&M,Footwear,Sports Shoes,price_low,1070,0.36404252444256024,0.38850730159550495,34,2.434184075557139,1930,Yellow,UK6,4
2494,Maybelline,Cosmetics,Sunscreen,price_low,220,0.17591343850259597,0.4441593618271834,17,1.6830329480539445,1374,Yellow,Medium,6
2495,Puma,Footwear,Flats,price_low,1020,0.07202330733901742,0.6350182743407464,11,1.261065609743525,379,Yellow,UK10,6
2496,Adidas,Footwear,Sandals,price_mid,3420,0.30513789376741457,0.30129398003095365,62,2.1973957321468798,2587,White,UK6,3
2497,SwissBeauty,Cosmetics,Moisturizer,price_mid,770,0.7306610467058263,0.14083860740776455,44,3.896629364224912,1724,Yellow,Medium,5
2498,Nike,Clothing,Tshirts,price_mid,1760,0.40489065393003076,0.7201462859734447,9,2.6289992847822967,238,Black,XXL,1
2499,Adidas,Clothing,Shirts,price_mid,2070,0.7088472281465078,0.02879426169524124,32,3.8323286542857895,1507,White,XXL,7
2500,Nike,Footwear,Sneakers,price_mid,3250,0.30230912251804254,0.76288889507126,49,2.212631619221801,2802,Green,UK12,7
2501,Levis,Clothing,Shirts,price_high,7130,0.42413421751746555,0.3221585127713973,35,2.722175435151657,1570,Green,XXL,4
2502,Adidas,Clothing,Dresses,price_low,580,0.23856328142178357,0.18382099944964825,12,1.9202424270306608,392,Blue,XL,2
2503,Adidas,Clothing,Tshirts,price_low,420,0.0354939202457984,0.30203548138598246,15,1.1621685131097712,710,Brown,M,1
2504,Nike,Footwear,Sneakers,price_mid,4130,0.6323989296410978,0.4748390604439219,25,3.514266955044502,768,Red,UK10,2
2505,Zara,Accessories,Caps,price_high,6000,0.2700662874846406,0.23062812973834146,14,2.1012266229436256,685,Red,Medium,5
2506,SwissBeauty,Cosmetics,Lipstick,price_low,210,0.2987918953360953,0.6714244304972787,15,2.2136688190529537,1679,Yellow,Large,2
2507,Levis,Clothing,Jeans,price_mid,1920,0.31969173269953016,0.0020616654912741783,26,2.2637738398792755,2216,Green,XXL,6
2508,Nike,Clothing,Tshirts,price_mid,1850,0.500860637555162,0.7179416244999713,33,3.0214457134468375,2128,White,S,5
2509,Maybelline,Cosmetics,Moisturizer,price_low,250,0.48502091765025723,0.9975009010855039,124,2.948399116560695,4564,Green,Small,1
2510,H&M,Clothing,Kurtis,price_high,3740,0.8773224234485508,0.23433281542989448,128,4.496518737591747,4725,White,XL,7
2511,Nike,Footwear,Sports Shoes,price_low,1360,0.7338915910666818,0.8378667849679503,78,3.932064714620274,4144,Blue,UK12,3
2512,Adidas,Accessories,Caps,price_mid,1470,0.2225536447158427,0.08027945213079457,31,1.879263333985141,2029,White,Medium,4
2513,MAC,Cosmetics,Foundation,price_mid,1710,0.5127492592262411,0.7596657605326956,41,3.05538418471235,1711,Red,Large,2
2514,H&M,Footwear,Sandals,price_mid,1980,0.7910585455687579,0.6621808638735048,38,4.156872586170654,3284,Red,UK6,2
2515,Levis,Clothing,Shirts,price_mid,2000,0.5010494239174385,0.4417990373376042,7,3.055360590298553,346,White,XL,2
2516,Puma,Clothing,Tshirts,price_mid,1850,0.22689301287695957,0.5857737150439051,54,1.909669727503745,1899,Green,XL,7
2517,Adidas,Footwear,Sandals,price_low,1000,0.5615035584238504,0.49798018547734646,0,,157,Green,UK12,3
2518,Nike,Clothing,Dresses,price_low,750,0.6805334191607175,0.7729091413939785,104,3.7214306718115946,4582,Brown,XXL,6
2519,Adidas,Clothing,Kurtis,price_low,500,0.08061847072217877,0.34457961171446894,45,1.3456560657451087,1585,Brown,XL,4
2520,Nike,Footwear,Sports Shoes,price_high,13460,0.70241516349859,0.10328150161272842,11,3.79623338253789,281,Yellow,UK10,4
2521,Nike,Clothing,Dresses,price_high,8000,0.7963526208382277,0.1394610408041188,42,4.213109834114434,1740,Pink,S,7
2522,Puma,Footwear,Sandals,price_low,880,0.40451390381833174,0.4451164444222945,35,2.6240010705998142,2965,Yellow,UK8,1
2523,Maybelline,Cosmetics,Sunscreen,price_low,230,0.3877536806749294,0.962236097513128,67,2.5748920194274034,4409,White,Medium,6
2524,Zara,Footwear,Sports Shoes,price_mid,3550,0.314213991917025,0.5289348471260579,61,2.258617971839532,2858,Black,UK6,2
2525,H&M,Clothing,Shirts,price_low,330,0.3974262824358925,0.30682704155740137,8,2.6124021156290578,538,Purple,S,4
2526,Zara,Footwear,Sports Shoes,price_low,1500,0.3143144022734112,0.8587482728798472,3,,198,Red,UK10,7
2527,Libas,Clothing,Shirts,price_mid,1560,0.3911480770052064,0.23141504630219245,13,2.5595007507794407,1228,Red,XXL,4
2528,Nike,Footwear,Sandals,price_low,920,0.4221517568369973,0.13099041264897604,28,2.6980871513093407,954,Black,UK8,1
2529,H&M,Clothing,Shirts,price_mid,1610,0.6610448491379398,0.8570307619092862,111,3.65779048544476,5000,Red,L,3
2530,Zara,Accessories,Watches,price_high,7920,0.5245999652097941,0.8640189358573584,66,3.0964568184163093,2296,Red,Medium,1
2531,Levis,Clothing,Jeans,price_low,530,0.1818762568204665,0.6806342962449484,74,1.7190605123035578,3176,Green,M,2
2532,Adidas,Footwear,Sneakers,price_low,1240,0.557176349175438,0.7031601985523566,64,3.232101161001497,3751,Black,UK10,4
2533,Maybelline,Cosmetics,Foundation,price_mid,850,0.3853674175430506,0.1406247679047462,34,2.5422427047873426,1541,Brown,Medium,2
2534,Nike,Clothing,Tshirts,price_mid,1520,0.6915173129190807,0.8217060562159743,17,3.7398556574242066,611,Brown,L,5
2535,Nike,Accessories,Caps,price_mid,2900,0.2995436504477325,0.20354024473274313,50,2.177603548039196,1980,Yellow,Medium,7
2536,Adidas,Footwear,Sneakers,price_mid,3010,0.6271102162904656,0.9773133076082008,38,3.4946147296713153,2196,Black,UK10,6
2537,MAC,Cosmetics,Lipstick,price_low,330,0.403482905786489,0.6771783996611429,3,,111,Pink,Medium,5
2538,Levis,Clothing,Shirts,price_mid,1880,0.3059594409766785,0.8339434269964588,0,,0,Yellow,M,3
2539,Adidas,Footwear,Sneakers,price_mid,3180,0.17963857952782514,0.04991849381379898,17,1.7013267377375918,1391,Red,UK4,1
2540,Adidas,Accessories,Bags,price_low,690,0.565332869556673,0.715395202420079,7,3.302680645577685,155,Red,Large,1
2541,Levis,Clothing,Jeans,price_mid,2060,0.6724467313848465,0.03572231744111509,9,3.6253078269076253,283,Blue,S,3
2542,Adidas,Clothing,Shirts,price_low,600,0.2817255524316466,0.07584779476451553,20,2.1204419501351355,1522,Purple,M,5
2543,Nike,Footwear,Sports Shoes,price_low,1070,0.265566634920895,0.3197187807579607,84,2.0685050056267533,3144,Yellow,UK4,5
2544,Nike,Footwear,Sports Shoes,price_high,11240,0.6867746187010404,0.447378680929466,137,3.7319312464713645,4848,White,UK12,3
2545,Zara,Clothing,Jeans,price_low,560,0.49472144112158284,0.9118971873600629,35,2.9459953577365607,1935,Brown,XXL,6
2546,Maybelline,Cosmetics,Lipstick,price_low,230,0.5542462959156232,0.9278430073653327,77,3.224349798433416,3476,Brown,Medium,1
2547,Levis,Clothing,Kurtis,price_low,500,0.2073683420899762,0.7358431571186094,27,1.8322921516738238,1944,Yellow,M,4
2548,Zara,Clothing,Kurtis,price_high,5460,0.5593258606592431,0.9790407757186125,42,3.213337424193283,3618,Yellow,L,3
2549,Nike,Footwear,Sports Shoes,price_low,1340,0.5707295200210634,0.5454323319317215,14,3.3227314479606807,1441,Yellow,UK6,5
2550,SwissBeauty,Cosmetics,Foundation,price_low,210,0.2419133335218998,0.6594581540079881,25,1.9688687589525158,1370,White,Medium,5
2551,Levis,Clothing,Jeans,price_low,520,0.19510662091109746,0.5480530074602171,19,1.7453801798186215,1754,Yellow,S,7
2552,Puma,Accessories,Bags,price_mid,1580,0.4162110452486303,0.9009501399526879,43,2.651457674912978,2270,White,Medium,4
2553,H&M,Footwear,Sneakers,price_low,1020,0.14213138770290817,0.8110061268408026,24,1.5612862447307436,2679,Green,UK8,2
2554,Adidas,Accessories,Bags,price_low,410,0.10354711993685223,0.8037918027070797,29,1.3994019702278133,1812,Yellow,Small,5
2555,Levis,Accessories,Bags,price_mid,930,0.3848689050498685,0.45667997572962726,45,2.5270632082552846,1815,Brown,Large,7
2556,Libas,Clothing,Jeans,price_mid,1710,0.49049806822771286,0.7556683802303197,7,3.0119805808695714,277,Brown,L,2
2557,Levis,Clothing,Jeans,price_mid,1710,0.22437639330879086,0.0010967089253124396,21,1.9251414903853876,1870,Red,XL,1
2558,Nike,Clothing,Tshirts,price_high,4750,0.5339632009417213,0.29520328100871795,58,3.1360505514248107,2441,Yellow,S,3
2559,Maybelline,Cosmetics,Sunscreen,price_mid,1590,0.1366114327454105,0.09393566666089936,38,1.5754747887506615,2038,Black,Small,6
2560,Adidas,Footwear,Sneakers,price_low,1270,0.681709634330724,0.34986700692684003,54,3.747696377804152,2514,White,UK10,3
2561,Levis,Clothing,Kurtis,price_mid,1520,0.4482451814522056,0.287572069309493,28,2.818699921571838,1344,Red,XXL,6
2562,Nike,Footwear,Flats,price_low,920,0.34143576959216465,0.674464198796912,3,,311,Purple,UK6,7
2563,Nike,Footwear,Sandals,price_low,850,0.608176017282648,0.07593879670082815,25,3.4337538741550286,1902,Red,UK10,1
2564,Puma,Footwear,Sandals,price_mid,4170,0.775558965204786,0.33457493404181127,73,4.112658181858531,2595,Blue,UK4,3
2565,H&M,Clothing,Tshirts,price_low,590,0.5609232822657506,0.15139204575910425,30,3.2481125190522757,1547,Brown,S,2
2566,Adidas,Footwear,Sandals,price_mid,4830,0.8138915345958959,0.9097350637336381,2,,155,Brown,UK6,2
2567,Libas,Clothing,Kurtis,price_low,600,0.14119529129167416,0.6001230045176376,0,,0,Black,XL,5
2568,Adidas,Clothing,Shirts,price_high,6320,0.5941040571710254,0.41316761065238106,49,3.4026076894270383,2810,Pink,M,7
2569,Zara,Clothing,Tshirts,price_high,6020,0.8588649298774326,0.13870906693702034,121,4.443807759395441,4361,Black,L,2
2570,MAC,Cosmetics,Foundation,price_low,490,0.4314091191137075,0.5922446392598876,34,2.722333383990023,1711,White,Large,2
2571,Nike,Clothing,Tshirts,price_high,6940,0.6037260694969245,0.14125024542801912,1,,233,Red,S,3
2572,Maybelline,Cosmetics,Lipstick,price_low,120,0.232999371892865,0.7656901578450235,19,1.9044400873701195,1525,Green,Medium,1
2573,Adidas,Footwear,Sandals,price_high,13320,0.7260575772444301,0.19814746818208662,6,3.8350955634916035,378,Black,UK6,4
2574,Adidas,Footwear,Flats,price_mid,2690,0.6489297494983888,0.058212399906399925,9,3.6405825154090765,476,Red,UK12,7
2575,Nike,Footwear,Sandals,price_mid,4450,0.8215855467166269,0.809542268071416,28,4.297351514852393,1997,Brown,UK4,2
2576,Zara,Footwear,Sneakers,price_mid,3230,0.562970594478103,0.3351029123645658,66,3.271897067960231,2843,Green,UK12,6
2577,H&M,Clothing,Tshirts,price_low,380,0.4546595181123132,0.4434815154758025,57,2.8075076686835767,2634,Yellow,XL,4
2578,Zara,Clothing,Tshirts,price_mid,1320,0.3303290986210644,0.9850453074060781,65,2.3233853487549108,3253,Black,XXL,1
2579,Zara,Clothing,Kurtis,price_low,560,0.5954594179272479,0.6974075733228975,19,3.4156182734610905,846,White,S,7
2580,H&M,Clothing,Tshirts,price_mid,2320,0.6520215730584987,0.03633587047068898,80,3.6081301264752956,3144,Brown,M,6
2581,MAC,Cosmetics,Sunscreen,price_mid,2000,0.393768014203431,0.6046602833856984,12,2.570236095410176,628,Pink,Small,1
2582,Zara,Footwear,Sandals,price_low,1100,0.42471588096696705,0.23278051968195146,71,2.680173949374826,2516,Purple,UK4,7
2583,Maybelline,Cosmetics,Foundation,price_mid,1370,0.6213645512553438,0.5090871117654413,1,,163,Green,Large,5
2584,Zara,Footwear,Sports Shoes,price_low,1180,0.3541221524497721,0.9060520653784374,63,2.40628966695803,3089,Red,UK4,6
2585,SwissBeauty,Cosmetics,Sunscreen,price_low,320,0.06725937125439325,0.17189756476971907,13,1.3075574318912615,787,Black,Medium,4
2586,H&M,Footwear,Sports Shoes,price_mid,3440,0.6209044146597461,0.44754626336381853,23,3.4547126603485547,2024,Black,UK8,2
2587,Zara,Clothing,Jeans,price_high,6160,0.8336678196796324,0.6091961711695474,74,4.339476520384903,3650,Yellow,L,5
2588,Nike,Footwear,Sports Shoes,price_mid,3820,0.3163730563652939,0.43383410813447876,6,2.190852492146659,290,White,UK10,3
2589,H&M,Clothing,Dresses,price_low,560,0.2463327470881746,0.024636740364788245,11,1.9974745256201496,486,Blue,L,1
2590,MAC,Cosmetics,Sunscreen,price_low,370,0.5833493044013275,0.5827123387789055,55,3.3603457225480815,2442,Green,Large,7
2591,Puma,Footwear,Flats,price_mid,3460,0.5141436692758462,0.6482871630352046,13,3.079318214327869,491,Pink,UK12,4
2592,Zara,Clothing,Shirts,price_low,660,0.2746239184227178,0.1836356689176727,9,2.064041065804723,674,Green,XXL,4
2593,Zara,Footwear,Sports Shoes,price_mid,2360,0.06471706253458058,0.23291454942941991,1,,0,Green,UK12,2
2594,Nike,Clothing,Dresses,price_low,300,0.19606653339533664,0.6437460072873218,46,1.7630802446800704,3025,Red,XL,3
2595,H&M,Clothing,Tshirts,price_mid,1650,0.4918764162660602,0.14923486855226442,25,2.9422504954658013,1736,Yellow,M,4
2596,H&M,Footwear,Sandals,price_low,750,0.12719070841829272,0.04184772829443273,9,1.5283692458580667,289,White,UK6,1
2597,Zara,Accessories,Caps,price_high,9480,0.9620185536219618,0.4234745363808633,36,4.8569500811093915,1787,White,Medium,2
2598,H&M,Footwear,Sandals,price_high,10550,0.6982232305071351,0.3266315571577708,7,3.8189057510750097,573,Blue,UK8,3
2599,Adidas,Footwear,Sandals,price_high,13190,0.4344179040837204,0.9083171821835473,39,2.745325088701175,2508,Black,UK12,4
2600,Maybelline,Cosmetics,Foundation,price_high,3110,0.830539329410596,0.33030635658318985,84,4.328791758065759,3388,Black,Large,4
2601,Levis,Accessories,Caps,price_mid,2820,0.387915969061437,0.5141133382814127,35,2.5467230734989537,2034,Pink,Large,2
2602,Maybelline,Cosmetics,Sunscreen,price_mid,1460,0.7916735567154897,0.6549141373264239,92,4.159045180392776,4289,Green,Medium,7
2603,Puma,Footwear,Sports Shoes,price_low,990,0.5524574926274293,0.15425746909751392,58,3.2124746125163273,2839,White,UK10,3
2604,Nike,Footwear,Sports Shoes,price_mid,3270,0.3775962788607127,0.7731395653174948,62,2.525941479064902,2571,Brown,UK6,6
2605,MAC,Cosmetics,Lipstick,price_high,5400,0.6585163993434089,0.5970629803129197,50,3.6187659098555782,2424,Brown,Small,3
2606,H&M,Clothing,Shirts,price_mid,1450,0.4498979789109276,0.7207309680572233,96,2.795209169462385,4113,Brown,L,4
2607,Adidas,Footwear,Sneakers,price_mid,3370,0.2850059933643897,0.9177659748927622,14,2.181863510404009,323,Yellow,UK12,1
2608,Maybelline,Cosmetics,Sunscreen,price_mid,760,0.27624249921262595,0.9721095531455464,68,2.096543120382951,2589,Purple,Large,6
2609,Nike,Accessories,Watches,price_low,480,0.1168770639425814,0.33508249788801814,6,1.4864975265894633,357,Blue,Medium,1
2610,Maybelline,Cosmetics,Moisturizer,price_low,230,0.5029540956290883,0.6579336239769414,51,3.0175500835747657,2235,Blue,Medium,2
2611,Zara,Clothing,Tshirts,price_mid,1630,0.4787791236540525,0.683780086686198,33,2.9404327752457275,2171,Yellow,M,7
2612,H&M,Footwear,Flats,price_low,1120,0.3701472230088868,0.7248834364536973,62,2.4618399425089272,3032,Green,UK6,6
2613,Nike,Footwear,Boots,price_low,1110,0.40810120681935574,0.8849192743056944,52,2.6264668524179564,2484,Green,UK12,4
2614,Maybelline,Cosmetics,Lipstick,price_mid,730,0.5031017162251289,0.05111255886832311,37,3.0059417807257165,2016,Yellow,Large,2
2615,Adidas,Footwear,Sports Shoes,price_low,840,0.109089881038214,0.6319207456454559,41,1.455248420994268,2448,Red,UK12,7
2616,Nike,Accessories,Bags,price_low,500,0.1299055838023763,0.9018770897623861,69,1.5183819521776125,2657,Purple,Medium,7
2617,Maybelline,Cosmetics,Moisturizer,price_high,3640,0.6869837863762488,0.473906302351333,59,3.745215021880187,2373,Blue,Medium,4
2618,Libas,Clothing,Shirts,price_high,3560,0.8422548315533342,0.08686895420998886,45,4.366202205612921,2120,White,L,4
2619,SwissBeauty,Cosmetics,Moisturizer,price_mid,780,0.3010792260428514,0.10150364170819393,7,2.2177766026324672,417,Red,Large,3
2620,Adidas,Footwear,Flats,price_mid,2990,0.5027799210769551,0.5891554476427752,42,3.0204521953273087,2982,Black,UK12,2
2621,H&M,Clothing,Shirts,price_mid,1310,0.4554375164120069,0.6184664562174147,34,2.809417149744991,1675,Blue,XL,6
2622,Nike,Footwear,Sports Shoes,price_mid,4430,0.4581431976956521,0.8215060501558556,77,2.8329476163123886,2802,Green,UK10,4
2623,H&M,Clothing,Dresses,price_high,4090,0.737110882941892,0.7816446217086295,89,3.9442242302220913,3808,Brown,XXL,5
2624,Adidas,Accessories,Watches,price_high,9930,0.6962577367429409,0.6502128925342383,127,3.7817595591512303,4240,Purple,Large,7
2625,Adidas,Clothing,Tshirts,price_mid,2040,0.6117022186794241,0.7854332977708562,5,3.4448237541475413,400,Yellow,L,2
2626,Adidas,Footwear,Sports Shoes,price_mid,4140,0.29591892715597556,0.06392337463944486,7,2.252647974831953,82,Pink,UK12,1
2627,Maybelline,Cosmetics,Lipstick,price_low,330,0.06815165275014506,0.20312327628505789,4,,0,Black,Large,3
2628,H&M,Clothing,Dresses,price_mid,1940,0.6997896550000148,0.6644724457064446,52,3.7882515088567867,2945,White,S,6
2629,Puma,Footwear,Sports Shoes,price_mid,2570,0.8617513422325116,0.673146605015752,97,4.449147485544909,3737,Green,UK10,7
2630,Zara,Accessories,Belts,price_low,350,0.14049980594660172,0.11154271544406491,21,1.5232798958915572,1324,Blue,Large,1
2631,Maybelline,Cosmetics,Sunscreen,price_low,160,0.5402026965322086,0.5499449092610598,62,3.142978121134422,4281,Blue,Medium,4
2632,Libas,Clothing,Kurtis,price_low,240,0.2808750247581639,0.13690900478422674,33,2.150480665432766,2324,White,XL,1
2633,Puma,Footwear,Flats,price_mid,4410,0.3638449172157338,0.0809751553323872,40,2.4438369058770193,2013,Red,UK8,3
2634,Nike,Clothing,Dresses,price_low,720,0.3678373533985406,0.377283727693567,48,2.455927551400354,2692,Yellow,XXL,4
2635,Nike,Footwear,Sneakers,price_high,12890,0.945122956829078,0.8804977614826724,91,4.768326593812949,3518,Purple,UK12,4
2636,Puma,Footwear,Sneakers,price_mid,3070,0.4635345501153322,0.6045869796042972,51,2.856285474684006,2672,Yellow,UK8,4
2637,Maybelline,Cosmetics,Foundation,price_mid,1090,0.5427623789707913,0.723601379589704,32,3.192332369617845,2660,Black,Large,5
2638,Nike,Clothing,Shirts,price_mid,1480,0.43439247032978223,0.17252315634243898,19,2.7161913024352358,902,Purple,S,2
2639,Libas,Clothing,Tshirts,price_low,330,0.19780664868159673,0.09854006197319476,19,1.7906007163706992,1436,Brown,M,3
2640,MAC,Cosmetics,Moisturizer,price_mid,1760,0.41498316737837615,0.07679736525925873,45,2.6623186426688776,1945,Black,Large,1
2641,Maybelline,Cosmetics,Lipstick,price_mid,860,0.5983326618482805,0.565340285574919,0,,62,Blue,Large,6
2642,Nike,Footwear,Sports Shoes,price_low,1370,0.045662896505904105,0.5925109662594709,0,,4,White,UK10,4
2643,Nike,Clothing,Shirts,price_low,680,0.29956012225264095,0.099723151181216,1,,157,White,S,4
2644,Adidas,Clothing,Jeans,price_high,3780,0.6142598491471506,0.6542107438392329,53,3.4695287342764494,2984,Purple,S,2
2645,Nike,Clothing,Shirts,price_mid,2500,0.5153363974875662,0.5841408204546187,82,3.080345823422408,3936,Pink,L,3
2646,Libas,Clothing,Jeans,price_low,420,0.6787754266995457,0.3384315326026477,135,3.731084178174444,5000,Green,XL,4
2647,Nike,Footwear,Sports Shoes,price_mid,2810,0.6993774787676024,0.7552487378994348,91,3.8102352300368127,3501,Black,UK6,7
2648,Adidas,Footwear,Sports Shoes,price_low,1140,0.7705282177803996,0.829181144995114,10,4.064937534880632,355,White,UK12,2
2649,Adidas,Accessories,Watches,price_mid,1700,0.7375593784095853,0.846067345530335,0,,88,Pink,Small,2
2650,MAC,Cosmetics,Moisturizer,price_mid,2000,0.46577414703087555,0.6672168700455184,138,2.862861662082486,4574,Pink,Medium,7
2651,Puma,Footwear,Sports Shoes,price_low,910,0.5337068558004551,0.296856864924938,1,,432,Blue,UK10,4
2652,Maybelline,Cosmetics,Lipstick,price_mid,980,0.5429851594178172,0.29552159094332675,86,3.16201785014099,3726,Black,Large,6
2653,Zara,Footwear,Sports Shoes,price_mid,4620,0.3133353384039921,0.3882981413095722,30,2.274765339772238,1398,Black,UK12,5
2654,Levis,Accessories,Bags,price_mid,2460,0.31354068086963294,0.23132660242162573,7,2.322777783632855,545,Brown,Small,4
2655,SwissBeauty,Cosmetics,Lipstick,price_mid,1060,0.7600198806563415,0.07875793252518648,79,4.039496470548791,3884,Green,Large,2
2656,SwissBeauty,Cosmetics,Sunscreen,price_low,250,0.2021167532314865,0.4825542564320726,2,,86,Purple,Large,2
2657,Nike,Clothing,Shirts,price_low,800,0.54255002984022,0.1451539440379248,11,3.1152522769452724,852,Brown,XL,2
2658,Puma,Clothing,Jeans,price_mid,1070,0.4748067749728869,0.5364735582039707,24,2.861116332015211,1969,Black,S,7
2659,MAC,Cosmetics,Foundation,price_mid,1890,0.5351728128941293,0.7271789127635937,109,3.1541624537934334,3685,White,Medium,5
2660,Adidas,Footwear,Sneakers,price_low,1490,0.23596039325014712,0.10645556070158269,8,2.006262307990059,154,Pink,UK12,7
2661,Puma,Footwear,Sports Shoes,price_mid,2490,0.5224493493469954,0.6198110545764651,56,3.0975940165590172,2822,Red,UK10,1
2662,Adidas,Footwear,Sandals,price_high,13400,0.5663011817690574,0.4063822840271186,57,3.276126884604517,3559,Black,UK6,7
2663,Levis,Clothing,Dresses,price_low,500,0.11439390198751091,0.8179760961086189,45,1.4681395319562613,2791,Black,S,4
2664,Adidas,Footwear,Sneakers,price_high,12040,0.8298646613012889,0.08867995868592504,68,4.311451649409813,3088,Yellow,UK12,7
2665,Maybelline,Cosmetics,Moisturizer,price_mid,990,0.5534345087101815,0.9780297946017946,68,3.197518007451603,2358,Red,Small,7
2666,H&M,Clothing,Jeans,price_mid,1560,0.641075591836866,0.18852513131010984,7,3.5434556886074815,366,Green,S,4
2667,Zara,Clothing,Tshirts,price_high,7210,0.8590362499038781,0.24207691905559403,37,4.443094428620591,2635,Brown,L,3
2668,Adidas,Footwear,Sneakers,price_mid,4790,0.31333121962881805,0.24267261085079328,38,2.269691197950852,2275,Purple,UK8,3
2669,Puma,Footwear,Sneakers,price_mid,4660,0.31178972595415666,0.820328897741249,32,2.2213616879206564,2407,Brown,UK4,2
2670,Nike,Footwear,Sandals,price_mid,2970,0.3173852770761544,0.9107760512989509,55,2.2925611699808215,2908,Purple,UK4,4
2671,MAC,Cosmetics,Moisturizer,price_mid,1380,0.9016611598060346,0.8805846115810235,126,4.59794717772683,5000,Pink,Medium,7
2672,Nike,Footwear,Boots,price_mid,5000,0.795355467468537,0.7066684155752481,68,4.188450329654628,2558,Red,UK4,6
2673,Nike,Footwear,Sandals,price_low,870,0.4302300813840077,0.20790919455385115,4,,198,Pink,UK8,2
2674,Libas,Clothing,Kurtis,price_mid,820,0.5905741096239142,0.7718124672843495,56,3.364569722021001,2235,Black,XXL,6
2675,SwissBeauty,Cosmetics,Moisturizer,price_mid,900,0.619127917432764,0.6616018362779457,34,3.467172912413223,3286,Brown,Medium,2
2676,Zara,Footwear,Sneakers,price_high,12180,0.7995760857461408,0.866243654309526,72,4.174950233825199,4163,White,UK10,6
2677,MAC,Cosmetics,Moisturizer,price_mid,1030,0.3226611043594609,0.4004600830988755,7,2.2482749392430628,232,Yellow,Small,5
2678,Zara,Footwear,Sports Shoes,price_mid,2770,0.43576184833733117,0.47882179660247504,11,2.7721027706036643,308,Pink,UK4,6
2679,Adidas,Accessories,Caps,price_mid,2600,0.8278999194247355,0.9450964277265431,15,4.313630225705345,544,Brown,Large,2
2680,MAC,Cosmetics,Moisturizer,price_low,440,0.5753045292127364,0.4338795044472161,21,3.3200065398107848,1323,Red,Small,5
2681,H&M,Clothing,Shirts,price_low,560,0.1816971496216704,0.5527469059274729,3,,193,Green,S,2
2682,MAC,Cosmetics,Sunscreen,price_low,430,0.6491831908427277,0.3076503384055066,7,3.522540881693882,268,Blue,Small,6
2683,Maybelline,Cosmetics,Lipstick,price_low,400,0.24077201182996325,0.008064378892545299,23,2.0001018141779365,1377,Pink,Small,3
2684,Nike,Footwear,Sports Shoes,price_mid,5000,0.83596833801146,0.4674580994168773,4,,334,Green,UK8,7
2685,Nike,Clothing,Jeans,price_low,800,0.39012800478989906,0.1790834172483049,16,2.5937448111575367,415,Blue,S,6
2686,Libas,Clothing,Jeans,price_low,470,0.24058645230378453,0.9900765730100005,24,1.9385295410950356,2391,Green,M,4
2687,Puma,Footwear,Sandals,price_high,10560,0.43823884051832834,0.17326906156068833,36,2.7620035455206606,1703,Purple,UK6,2
